name,online_order,book_table,rate,votes,location,approx_cost(for two people),listed_in(type),listed_in(city)
"Hotel New Karavali","Yes","No",3.5,8,"Hennur",550,"Dine-out","Kammanahalli"
"Wok Paper Scissors","Yes","No",4.3,1593,"Koramangala 5th Block",550,"Dine-out","Koramangala 4th Block"
"Lot Like Crepes","Yes","No",4.6,1027,"Koramangala 7th Block",550,"Dine-out","Koramangala 4th Block"
"Namaste Kitchen","Yes","No",3.8,172,"Koramangala 5th Block",550,"Dine-out","Koramangala 4th Block"
"Breaktime Brew","Yes","No",3.7,24,"Koramangala 7th Block",550,"Dine-out","Koramangala 4th Block"
"White Elefan Coffee and Snack Bar","Yes","No",3.9,45,"Koramangala 6th Block",550,"Dine-out","Koramangala 4th Block"
"New Gongura Grand","Yes","No",3.9,370,"HSR",550,"Dine-out","Koramangala 4th Block"
"Hotel Junior Kuppanna","Yes","No",3.1,266,"HSR",550,"Dine-out","Koramangala 4th Block"
"Cinnamon","Yes","No",3.9,450,"HSR",550,"Dine-out","Koramangala 4th Block"
"Wok Paper Scissors","Yes","No",4.3,1593,"Koramangala 5th Block",550,"Dine-out","Koramangala 5th Block"
"Namaste Kitchen","Yes","No",3.8,172,"Koramangala 5th Block",550,"Dine-out","Koramangala 5th Block"
"Lot Like Crepes","Yes","No",4.6,1026,"Koramangala 7th Block",550,"Dine-out","Koramangala 5th Block"
"Breaktime Brew","Yes","No",3.7,24,"Koramangala 7th Block",550,"Dine-out","Koramangala 5th Block"
"White Elefan Coffee and Snack Bar","Yes","No",3.9,44,"Koramangala 6th Block",550,"Dine-out","Koramangala 5th Block"
"White Elefan Coffee and Snack Bar","Yes","No",3.9,44,"Koramangala 6th Block",550,"Dine-out","Koramangala 6th Block"
"Wok Paper Scissors","Yes","No",4.3,1593,"Koramangala 5th Block",550,"Dine-out","Koramangala 6th Block"
"Lot Like Crepes","Yes","No",4.6,1026,"Koramangala 7th Block",550,"Dine-out","Koramangala 6th Block"
"Breaktime Brew","Yes","No",3.7,24,"Koramangala 7th Block",550,"Dine-out","Koramangala 6th Block"
"Namaste Kitchen","Yes","No",3.8,172,"Koramangala 5th Block",550,"Dine-out","Koramangala 6th Block"
"Lot Like Crepes","Yes","No",4.6,1027,"Koramangala 7th Block",550,"Dine-out","Koramangala 7th Block"
"Breaktime Brew","Yes","No",3.7,24,"Koramangala 7th Block",550,"Dine-out","Koramangala 7th Block"
"Wok Paper Scissors","Yes","No",4.3,1594,"Koramangala 5th Block",550,"Dine-out","Koramangala 7th Block"
"Namaste Kitchen","Yes","No",3.8,172,"Koramangala 5th Block",550,"Dine-out","Koramangala 7th Block"
"White Elefan Coffee and Snack Bar","Yes","No",3.9,44,"Koramangala 6th Block",550,"Dine-out","Koramangala 7th Block"
"Alankrutha","Yes","No",3.8,262,"BTM",550,"Dine-out","Koramangala 7th Block"
"New Gongura's","Yes","No",3.7,47,"BTM",550,"Dine-out","Koramangala 7th Block"
"The Good Grain","Yes","No",4.1,54,"Residency Road",550,"Dine-out","Lavelle Road"
"Skyline Family Restaurant","Yes","No",3.4,33,"Shanti Nagar",550,"Dine-out","Lavelle Road"
"Hatti Punjab Di","Yes","No",2.8,20,"Brigade Road",550,"Dine-out","Lavelle Road"
"Dunkin' Donuts","Yes","No",4,1084,"Brigade Road",550,"Dine-out","Lavelle Road"
"Tasty Paradise","Yes","No",3.7,98,"Malleshwaram",550,"Dine-out","Malleshwaram"
"Marhaba","Yes","No",2.7,72,"Malleshwaram",550,"Dine-out","Malleshwaram"
"Paris Restaurant","Yes","No",3.7,39,"Yeshwantpur",550,"Dine-out","Malleshwaram"
"@ Biryani Central","Yes","No",2.7,135,"Marathahalli",550,"Dine-out","Marathahalli"
"Dunkin' Donuts","Yes","No",4,183,"Brookefield",550,"Dine-out","Marathahalli"
"Rayalaseema Spices","Yes","No",3.5,35,"Brookefield",550,"Dine-out","Marathahalli"
"Mangalore pearl - Seafood Restaurant","Yes","No",4.3,99,"Ulsoor",550,"Dine-out","MG Road"
"The Good Grain","Yes","No",4.1,54,"Residency Road",550,"Dine-out","MG Road"
"Hatti Punjab Di","Yes","No",2.8,20,"Brigade Road",550,"Dine-out","MG Road"
"Dunkin' Donuts","Yes","No",4,1087,"Brigade Road",550,"Dine-out","MG Road"
"Delight Fast Food & Restaurant","Yes","No",2.8,36,"Yeshwantpur",550,"Dine-out","New BEL Road"
"Status","Yes","No",3.6,120,"Old Airport Road",550,"Dine-out","Old Airport Road"
"Taza Tawa","Yes","No",3.8,170,"Jeevan Bhima Nagar",550,"Dine-out","Old Airport Road"
"Tasty Paradise","Yes","No",3.7,98,"Malleshwaram",550,"Dine-out","Rajajinagar"
"Marhaba","Yes","No",2.7,72,"Malleshwaram",550,"Dine-out","Rajajinagar"
"The Good Grain","Yes","No",4.1,54,"Residency Road",550,"Dine-out","Residency Road"
"Skyline Family Restaurant","Yes","No",3.2,34,"Shanti Nagar",550,"Dine-out","Residency Road"
"Hatti Punjab Di","Yes","No",2.8,20,"Brigade Road",550,"Dine-out","Residency Road"
"Dunkin' Donuts","Yes","No",4,1087,"Brigade Road",550,"Dine-out","Residency Road"
"Abhiruchi Restaurant","Yes","No",3.4,7,"Sarjapur Road",550,"Dine-out","Sarjapur Road"
"Swadist Pakhal Restaurant","Yes","No",3.5,16,"Sarjapur Road",550,"Dine-out","Sarjapur Road"
"Ghar Ka Chulha","Yes","No",3.1,117,"Sarjapur Road",550,"Dine-out","Sarjapur Road"
"Unico","Yes","No",3.7,66,"Bellandur",550,"Dine-out","Sarjapur Road"
"The Punjabi","Yes","No",2.9,32,"Bellandur",550,"Dine-out","Sarjapur Road"
"Kaka Singh","Yes","No",2.6,43,"Bellandur",550,"Dine-out","Sarjapur Road"
"Asia In A Box","Yes","No",3.1,10,"Bellandur",550,"Dine-out","Sarjapur Road"
"Apna Veg Dhaba","Yes","No",3.1,35,"Bellandur",550,"Dine-out","Sarjapur Road"
"Cafesta","Yes","No",4.3,590,"Whitefield",550,"Dine-out","Whitefield"
"Andhra Kafe","Yes","No",3.8,247,"Whitefield",550,"Dine-out","Whitefield"
"Chinese Chaska","Yes","No",3.1,127,"Whitefield",550,"Dine-out","Whitefield"
"SV Restaurant","Yes","No",3.1,8,"Whitefield",550,"Dine-out","Whitefield"
"Hotel Manu Residency","Yes","No",3.8,201,"Whitefield",550,"Dine-out","Whitefield"
"Abhiruchi Restaurant","Yes","No",3.7,173,"Whitefield",550,"Dine-out","Whitefield"
"K27 - The Pub","No","No",3.1,30,"Banashankari",1000,"Dine-out","Banashankari"
"Utsav Restaurant","No","No",3.6,23,"Bannerghatta Road",1000,"Dine-out","Bannerghatta Road"
"Wangs Kitchen","Yes","No",3,114,"Bannerghatta Road",1000,"Dine-out","Bannerghatta Road"
"The Chervil","Yes","No",4.2,230,"JP Nagar",1000,"Dine-out","Bannerghatta Road"
"Flow - Terrace Bar & Grill","No","No",3.8,82,"JP Nagar",1000,"Dine-out","Bannerghatta Road"
"The Pavillion","No","No",2.7,43,"JP Nagar",1000,"Dine-out","Bannerghatta Road"
"Baba Chatkora","No","No",4.1,428,"Basavanagudi",1000,"Dine-out","Basavanagudi"
"B & B The Pub","No","No",3.6,29,"Basavanagudi",1000,"Dine-out","Basavanagudi"
"Tree Top","Yes","No",3.8,74,"Wilson Garden",1000,"Dine-out","Basavanagudi"
"21 C - La Marvella Sarovar Premiere Hotel","No","No",3.6,15,"Jayanagar",1000,"Dine-out","Basavanagudi"
"K27 - The Pub","No","No",3.1,30,"Banashankari",1000,"Dine-out","Basavanagudi"
"BISO - Citrus Hotels","No","No",3,120,"Bellandur",1000,"Dine-out","Bellandur"
"White Horse Pulse Resto Bar","No","No",3.3,6,"Bellandur",1000,"Dine-out","Bellandur"
"Monsoon","No","No",2.8,11,"Bellandur",1000,"Dine-out","Bellandur"
"Barbecoa","No","No",4.3,1303,"Marathahalli",1000,"Dine-out","Bellandur"
"Helloo Delhi","Yes","No",3.2,34,"Sarjapur Road",1000,"Dine-out","Bellandur"
"Chin Lung Resto Bar","No","No",3.9,378,"Residency Road",1000,"Dine-out","Brigade Road"
"Foodhall","Yes","No",4,113,"MG Road",1000,"Dine-out","Brigade Road"
"Chung Wah","Yes","No",4,360,"Residency Road",1000,"Dine-out","Brigade Road"
"EatWater","Yes","No",4.2,121,"Lavelle Road",1000,"Dine-out","Brigade Road"
"Cafe Cassia& Deli","No","No",4.2,115,"Ulsoor",1000,"Dine-out","Brigade Road"
"WYT RestroPub","No","No",2.7,402,"MG Road",1000,"Dine-out","Brigade Road"
"ThrowBack - Pub & Dine","No","No",3.9,234,"Langford Town",1000,"Dine-out","Brigade Road"
"Cafe Treat - The Pride Hotel","Yes","No",4.1,119,"Richmond Road",1000,"Dine-out","Brigade Road"
"Mint Masala","No","No",2.8,253,"Infantry Road",1000,"Dine-out","Brigade Road"
"Downtown","No","No",3.7,293,"Residency Road",1000,"Dine-out","Brigade Road"
"Cafe @ Elanza","No","No",3.7,145,"Richmond Road",1000,"Dine-out","Brigade Road"
"The RoofTop","No","No",3.3,4,"St. Marks Road",1000,"Dine-out","Brigade Road"
"Tiffanys","No","No",2.9,31,"Shanti Nagar",1000,"Dine-out","Brigade Road"
"Nithyothsav - Hotel Ramanashree","No","No",3,31,"MG Road",1000,"Dine-out","Brigade Road"
"The Charlton Bar","No","No",3.3,4,"Residency Road",1000,"Dine-out","Brigade Road"
"Green Paprika","No","No",3.3,7,"Church Street",1000,"Dine-out","Brigade Road"
"Wangs Kitchen","Yes","No",2.5,22,"Ulsoor",1000,"Dine-out","Brigade Road"
"24 Carats - The Capitol","No","No",3.1,46,"Cunningham Road",1000,"Dine-out","Brigade Road"
"Salt Mango Tree","Yes","No",4.3,517,"Whitefield",1000,"Dine-out","Brookefield"
"Village Restaurant","Yes","No",3.5,338,"Marathahalli",1000,"Dine-out","Brookefield"
"Nizam's Biryani House","Yes","No",3.9,756,"Marathahalli",1000,"Dine-out","Brookefield"
"Chez Mariannick","No","No",4.1,395,"Whitefield",1000,"Dine-out","Brookefield"
"Cafe Thulp","Yes","No",3.4,54,"ITPL Main Road, Whitefield",1000,"Dine-out","Brookefield"
"Golden Rice","Yes","No",4.2,175,"Marathahalli",1000,"Dine-out","Brookefield"
"Akshara","Yes","No",4,136,"Marathahalli",1000,"Dine-out","Brookefield"
"HIGH SKY","No","No",3.6,32,"Whitefield",1000,"Dine-out","Brookefield"
"Konaseema Grand","Yes","No",3.2,379,"Whitefield",1000,"Dine-out","Brookefield"
"Wok With Chung","No","No",3.8,688,"Marathahalli",1000,"Dine-out","Brookefield"
"Oak Tavern","No","No",3.5,9,"Whitefield",1000,"Dine-out","Brookefield"
"UBCR","Yes","No",3.6,9,"Marathahalli",1000,"Dine-out","Brookefield"
"Wangs Kitchen","Yes","No",3,382,"Marathahalli",1000,"Dine-out","Brookefield"
"Brother?s Bar & Kitchen","No","No",3.4,5,"BTM",1000,"Dine-out","BTM"
"Royal Paris","Yes","No",3.9,68,"BTM",1000,"Dine-out","BTM"
"Invitation Bar & Restaurant","No","No",3,15,"BTM",1000,"Dine-out","BTM"
"Melt","No","No",4,115,"BTM",1000,"Dine-out","BTM"
"Grillopia","Yes","No",3.9,88,"BTM",1000,"Dine-out","BTM"
"Galito's","Yes","No",4.6,406,"Bannerghatta Road",1000,"Dine-out","BTM"
"D View Cafe","Yes","No",4,508,"JP Nagar",1000,"Dine-out","BTM"
"Sutra Spice-The Resto Bar","No","No",3.9,31,"Koramangala 4th Block",1000,"Dine-out","BTM"
"The Underground Gastropub","No","No",3,37,"Koramangala 5th Block",1000,"Dine-out","BTM"
"The Paramount Hotel","Yes","No",3.5,239,"Koramangala 5th Block",1000,"Dine-out","BTM"
"The Golden Spoon Restaurant Meat & Wine","No","No",3.5,14,"Koramangala 7th Block",1000,"Dine-out","BTM"
"The Pavillion","No","No",2.7,43,"JP Nagar",1000,"Dine-out","BTM"
"H3O","No","No",3.3,4,"Koramangala 4th Block",1000,"Dine-out","BTM"
"Green Paprika","No","No",3.3,7,"Church Street",1000,"Dine-out","Church Street"
"Chin Lung Resto Bar","No","No",3.9,378,"Residency Road",1000,"Dine-out","Church Street"
"EatWater","Yes","No",4.2,121,"Lavelle Road",1000,"Dine-out","Church Street"
"Foodhall","Yes","No",4,113,"MG Road",1000,"Dine-out","Church Street"
"Chung Wah","Yes","No",4,360,"Residency Road",1000,"Dine-out","Church Street"
"WYT RestroPub","No","No",2.7,402,"MG Road",1000,"Dine-out","Church Street"
"ThrowBack - Pub & Dine","No","No",3.9,234,"Langford Town",1000,"Dine-out","Church Street"
"Mint Masala","No","No",2.8,252,"Infantry Road",1000,"Dine-out","Church Street"
"Downtown","No","No",3.7,294,"Residency Road",1000,"Dine-out","Church Street"
"Cafe Treat - The Pride Hotel","Yes","No",4.1,118,"Richmond Road",1000,"Dine-out","Church Street"
"Cafe @ Elanza","No","No",3.7,145,"Richmond Road",1000,"Dine-out","Church Street"
"The RoofTop","No","No",3.3,4,"St. Marks Road",1000,"Dine-out","Church Street"
"Cafe Cassia& Deli","No","No",4.2,115,"Ulsoor",1000,"Dine-out","Church Street"
"Nithyothsav - Hotel Ramanashree","No","No",3,31,"MG Road",1000,"Dine-out","Church Street"
"The Charlton Bar","No","No",3.3,4,"Residency Road",1000,"Dine-out","Church Street"
"Wangs Kitchen","Yes","No",2.5,22,"Ulsoor",1000,"Dine-out","Church Street"
"Tiffanys","No","No",2.9,31,"Shanti Nagar",1000,"Dine-out","Church Street"
"24 Carats - The Capitol","No","No",3.1,46,"Cunningham Road",1000,"Dine-out","Church Street"
"Seasons","Yes","No",2.9,380,"Electronic City",1000,"Dine-out","Electronic City"
"Green Family Bar & Restaurant","No","No",3,57,"Electronic City",1000,"Dine-out","Electronic City"
"Strada Kitchen & Bar","No","No",3.4,7,"Electronic City",1000,"Dine-out","Electronic City"
"Prestige Estate Club and Resorts","No","No",3.5,10,"Electronic City",1000,"Dine-out","Electronic City"
"Bamboo Shades","Yes","No",2.8,48,"Electronic City",1000,"Dine-out","Electronic City"
"90's Beer Cafe - Hotel Millennium Plaza","No","No",3,7,"Electronic City",1000,"Dine-out","Electronic City"
"Nirvana Bar - Manipal County","No","No",3.3,6,"Electronic City",1000,"Dine-out","Electronic City"
"3rd Innings","No","No",3,17,"Electronic City",1000,"Dine-out","Electronic City"
"Envy","No","No",3.4,9,"Electronic City",1000,"Dine-out","Electronic City"
"Lazio Steaks & More","Yes","No",3.9,119,"Frazer Town",1000,"Dine-out","Frazer Town"
"Dolphin Bar","No","No",3.8,61,"Frazer Town",1000,"Dine-out","Frazer Town"
"Golden Restaurant","No","No",3.7,40,"Frazer Town",1000,"Dine-out","Frazer Town"
"Wangs Kitchen","Yes","No",3.1,112,"Frazer Town",1000,"Dine-out","Frazer Town"
"Cafe Cassia& Deli","No","No",4.2,115,"Ulsoor",1000,"Dine-out","Frazer Town"
"WYT RestroPub","No","No",2.7,402,"MG Road",1000,"Dine-out","Frazer Town"
"24 Carats - The Capitol","No","No",3.1,46,"Cunningham Road",1000,"Dine-out","Frazer Town"
"Kitchen On Table","Yes","No",4.3,790,"HSR",1000,"Dine-out","HSR"
"Grigliato","Yes","No",3.9,716,"HSR",1000,"Dine-out","HSR"
"Kairos","No","No",3.8,63,"HSR",1000,"Dine-out","HSR"
"Wangs Kitchen","Yes","No",2.4,438,"HSR",1000,"Dine-out","HSR"
"Bob's Bar","No","No",4.3,424,"Indiranagar",1000,"Dine-out","Indiranagar"
"Ciclo Cafe","Yes","No",4.3,1273,"Indiranagar",1000,"Dine-out","Indiranagar"
"Esplanade","No","No",4.3,1563,"Indiranagar",1000,"Dine-out","Indiranagar"
"H3O","No","No",3.1,11,"Indiranagar",1000,"Dine-out","Indiranagar"
"The Paramount Hotel","Yes","No",2.9,319,"Domlur",1000,"Dine-out","Indiranagar"
"Knight Riders","No","No",2.4,25,"Domlur",1000,"Dine-out","Indiranagar"
"CloudNYN - Sterling Mac Hotel","No","No",4.1,403,"Old Airport Road",1000,"Dine-out","Indiranagar"
"Foodhall","Yes","No",4,111,"MG Road",1000,"Dine-out","Indiranagar"
"21 C - La Marvella Sarovar Premiere Hotel","No","No",3.6,15,"Jayanagar",1000,"Dine-out","Jayanagar"
"Baba Chatkora","Yes","No",3.7,0,"JP Nagar",1000,"Dine-out","Jayanagar"
"Galito's","Yes","No",4.5,414,"Bannerghatta Road",1000,"Dine-out","Jayanagar"
"Mockaholic Restro Beer Cafe","Yes","No",3.9,922,"JP Nagar",1000,"Dine-out","Jayanagar"
"D View Cafe","Yes","No",4,509,"JP Nagar",1000,"Dine-out","Jayanagar"
"Royal Paris","Yes","No",3.9,71,"BTM",1000,"Dine-out","Jayanagar"
"The Pavillion","No","No",2.8,43,"JP Nagar",1000,"Dine-out","Jayanagar"
"K27 - The Pub","No","No",3.1,30,"Banashankari",1000,"Dine-out","Jayanagar"
"The Maori - Aurick Boutique Hotel","No","No",3.5,44,"JP Nagar",1000,"Dine-out","Jayanagar"
"The Chervil","Yes","No",4.1,232,"JP Nagar",1000,"Dine-out","JP Nagar"
"D View Cafe","Yes","No",4,510,"JP Nagar",1000,"Dine-out","JP Nagar"
"Mockaholic Restro Beer Cafe","Yes","No",3.9,914,"JP Nagar",1000,"Dine-out","JP Nagar"
"Flow - Terrace Bar & Grill","No","No",3.8,82,"JP Nagar",1000,"Dine-out","JP Nagar"
"The Pavillion","No","No",2.7,43,"JP Nagar",1000,"Dine-out","JP Nagar"
"Wangs Kitchen","Yes","No",2.8,39,"JP Nagar",1000,"Dine-out","JP Nagar"
"The Maori - Aurick Boutique Hotel","No","No",3.5,44,"JP Nagar",1000,"Dine-out","JP Nagar"
"Galito's","Yes","No",4.6,409,"Bannerghatta Road",1000,"Dine-out","JP Nagar"
"Maraheb Restaurant","Yes","No",4.2,219,"Kalyan Nagar",1000,"Dine-out","Kalyan Nagar"
"OvenTreats - Patisserie.Bistro","No","No",4,81,"Kalyan Nagar",1000,"Dine-out","Kalyan Nagar"
"Cafe Thulp","Yes","No",4,722,"Kammanahalli",1000,"Dine-out","Kalyan Nagar"
"H3O","No","No",3.1,12,"Kammanahalli",1000,"Dine-out","Kalyan Nagar"
"H3O","No","No",3.1,12,"Kammanahalli",1000,"Dine-out","Kammanahalli"
"Maraheb Restaurant","Yes","No",4.2,224,"Kalyan Nagar",1000,"Dine-out","Kammanahalli"
"OvenTreats - Patisserie.Bistro","No","No",4,82,"Kalyan Nagar",1000,"Dine-out","Kammanahalli"
"Sutra Spice-The Resto Bar","No","No",3.9,34,"Koramangala 4th Block",1000,"Dine-out","Koramangala 4th Block"
"H3O","No","No",3.3,4,"Koramangala 4th Block",1000,"Dine-out","Koramangala 4th Block"
"Cafe Thulp","Yes","No",4.1,3006,"Koramangala 1st Block",1000,"Dine-out","Koramangala 4th Block"
"Baba Chatkora","Yes","No",4.2,822,"Koramangala 6th Block",1000,"Dine-out","Koramangala 4th Block"
"The Local - Terrace Drinkery","No","No",4,1409,"Koramangala 6th Block",1000,"Dine-out","Koramangala 4th Block"
"China Bowl","Yes","No",3.9,455,"Koramangala 6th Block",1000,"Dine-out","Koramangala 4th Block"
"The Underground Gastropub","No","No",3,38,"Koramangala 5th Block",1000,"Dine-out","Koramangala 4th Block"
"Hotel Tom's Restaurant","Yes","No",4.1,67,"Koramangala 6th Block",1000,"Dine-out","Koramangala 4th Block"
"The Paramount Hotel","Yes","No",3.6,242,"Koramangala 5th Block",1000,"Dine-out","Koramangala 4th Block"
"The Golden Spoon Restaurant Meat & Wine","No","No",3.5,14,"Koramangala 7th Block",1000,"Dine-out","Koramangala 4th Block"
"Oil Pump","No","No",3.7,68,"Koramangala 6th Block",1000,"Dine-out","Koramangala 4th Block"
"Samavar","No","No",3.4,7,"Koramangala 6th Block",1000,"Dine-out","Koramangala 4th Block"
"Kitchen On Table","Yes","No",4.3,793,"HSR",1000,"Dine-out","Koramangala 4th Block"
"Brother?s Bar & Kitchen","No","No",3.4,5,"BTM",1000,"Dine-out","Koramangala 4th Block"
"Royal Paris","Yes","No",3.8,71,"BTM",1000,"Dine-out","Koramangala 4th Block"
"Grillopia","Yes","No",3.9,97,"BTM",1000,"Dine-out","Koramangala 4th Block"
"Grigliato","Yes","No",3.9,717,"HSR",1000,"Dine-out","Koramangala 4th Block"
"Invitation Bar & Restaurant","No","No",3,15,"BTM",1000,"Dine-out","Koramangala 4th Block"
"Melt","No","No",4,115,"BTM",1000,"Dine-out","Koramangala 4th Block"
"The Underground Gastropub","No","No",3,38,"Koramangala 5th Block",1000,"Dine-out","Koramangala 5th Block"
"The Paramount Hotel","Yes","No",3.6,242,"Koramangala 5th Block",1000,"Dine-out","Koramangala 5th Block"
"Cafe Thulp","Yes","No",4.1,3006,"Koramangala 1st Block",1000,"Dine-out","Koramangala 5th Block"
"Baba Chatkora","Yes","No",4.2,823,"Koramangala 6th Block",1000,"Dine-out","Koramangala 5th Block"
"The Local - Terrace Drinkery","No","No",4,1408,"Koramangala 6th Block",1000,"Dine-out","Koramangala 5th Block"
"Sutra Spice-The Resto Bar","No","No",3.9,34,"Koramangala 4th Block",1000,"Dine-out","Koramangala 5th Block"
"China Bowl","Yes","No",3.9,457,"Koramangala 6th Block",1000,"Dine-out","Koramangala 5th Block"
"Hotel Tom's Restaurant","Yes","No",4,69,"Koramangala 6th Block",1000,"Dine-out","Koramangala 5th Block"
"The Golden Spoon Restaurant Meat & Wine","No","No",3.5,14,"Koramangala 7th Block",1000,"Dine-out","Koramangala 5th Block"
"Oil Pump","No","No",3.7,68,"Koramangala 6th Block",1000,"Dine-out","Koramangala 5th Block"
"Samavar","No","No",3.4,7,"Koramangala 6th Block",1000,"Dine-out","Koramangala 5th Block"
"H3O","No","No",3.3,4,"Koramangala 4th Block",1000,"Dine-out","Koramangala 5th Block"
"Brother?s Bar & Kitchen","No","No",3.4,5,"BTM",1000,"Dine-out","Koramangala 5th Block"
"Royal Paris","Yes","No",3.8,71,"BTM",1000,"Dine-out","Koramangala 5th Block"
"Grillopia","Yes","No",3.9,97,"BTM",1000,"Dine-out","Koramangala 5th Block"
"Invitation Bar & Restaurant","No","No",3,15,"BTM",1000,"Dine-out","Koramangala 5th Block"
"Melt","No","No",4,115,"BTM",1000,"Dine-out","Koramangala 5th Block"
"Baba Chatkora","Yes","No",4.2,823,"Koramangala 6th Block",1000,"Dine-out","Koramangala 6th Block"
"The Local - Terrace Drinkery","No","No",4,1408,"Koramangala 6th Block",1000,"Dine-out","Koramangala 6th Block"
"China Bowl","Yes","No",3.9,457,"Koramangala 6th Block",1000,"Dine-out","Koramangala 6th Block"
"Hotel Tom's Restaurant","Yes","No",4,72,"Koramangala 6th Block",1000,"Dine-out","Koramangala 6th Block"
"Oil Pump","No","No",3.7,68,"Koramangala 6th Block",1000,"Dine-out","Koramangala 6th Block"
"Samavar","No","No",3.4,7,"Koramangala 6th Block",1000,"Dine-out","Koramangala 6th Block"
"Cafe Thulp","Yes","No",4.1,3006,"Koramangala 1st Block",1000,"Dine-out","Koramangala 6th Block"
"Sutra Spice-The Resto Bar","No","No",3.8,34,"Koramangala 4th Block",1000,"Dine-out","Koramangala 6th Block"
"The Underground Gastropub","No","No",3,39,"Koramangala 5th Block",1000,"Dine-out","Koramangala 6th Block"
"The Paramount Hotel","Yes","No",3.6,243,"Koramangala 5th Block",1000,"Dine-out","Koramangala 6th Block"
"The Golden Spoon Restaurant Meat & Wine","No","No",3.5,14,"Koramangala 7th Block",1000,"Dine-out","Koramangala 6th Block"
"H3O","No","No",3.3,4,"Koramangala 4th Block",1000,"Dine-out","Koramangala 6th Block"
"Grillopia","Yes","No",3.9,97,"BTM",1000,"Dine-out","Koramangala 6th Block"
"BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen","No","No",3.4,5,"BTM",1000,"Dine-out","Koramangala 6th Block"
"Royal Paris","Yes","No",3.8,72,"BTM",1000,"Dine-out","Koramangala 6th Block"
"Invitation Bar & Restaurant","No","No",3,15,"BTM",1000,"Dine-out","Koramangala 6th Block"
"Melt","No","No",4,115,"BTM",1000,"Dine-out","Koramangala 6th Block"
"The Golden Spoon Restaurant Meat & Wine","No","No",3.5,14,"Koramangala 7th Block",1000,"Dine-out","Koramangala 7th Block"
